"Pristype";"Lejlighedstype";"Postnummer";"2023K1";""2023K2";"2023K3";"2023K4";
"Realiseret handelspris";"Ejerlejlighed";"4850 Stubbek�bing";0;0;0;..
"Realiseret handelspris";"Ejerlejlighed";"4862 Guldborg";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4863 Eskilstrup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4871 Horbelev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4872 Idestrup";0;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"4873 V�ggerl�se";..;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"4874 Gedser";..;0;..;..
"Realiseret handelspris";"Ejerlejlighed";"4880 Nysted";0;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"4891 Toreby L";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4892 Kettinge";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4894 �ster Ulslev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4895 Errindlev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4900 Nakskov";..;0;0;..
"Realiseret handelspris";"Ejerlejlighed";"4912 Harpelunde";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4913 Horslunde";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4920 S�llested";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4930 Maribo";..;0;..;..
"Realiseret handelspris";"Ejerlejlighed";"4941 Bandholm";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4942 Ask�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4943 Torrig L";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4944 Fej�";..;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4945 Fem�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4951 N�rreballe";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4952 Stokkemarke";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4953 Vesterborg";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4960 Holeby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4970 R�dby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4983 Dannemare";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"4990 Saksk�bing";..;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5000 Odense C";23712;24921;23475;24234
"Realiseret handelspris";"Ejerlejlighed";"5200 Odense V";19551;16306;..;0
"Realiseret handelspris";"Ejerlejlighed";"5210 Odense NV";..;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"5220 Odense S�";0;0;0;..
"Realiseret handelspris";"Ejerlejlighed";"5230 Odense M";..;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"5240 Odense N�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5250 Odense SV";14232;18217;15399;14360
"Realiseret handelspris";"Ejerlejlighed";"5260 Odense S";..;0;..;0
"Realiseret handelspris";"Ejerlejlighed";"5270 Odense N";11748;12006;..;..
"Realiseret handelspris";"Ejerlejlighed";"5290 Marslev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5300 Kerteminde";..;..;0;..
"Realiseret handelspris";"Ejerlejlighed";"5320 Agedrup";0;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"5330 Munkebo";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5350 Rynkeby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5370 Mesinge";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5380 Dalby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5390 Martofte";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5400 Bogense";..;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"5450 Otterup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5462 Morud";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5463 Harndrup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5464 Brenderup Fyn";..;0;..;0
"Realiseret handelspris";"Ejerlejlighed";"5466 Asperup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5471 S�nders�";0;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"5474 Veflinge";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5485 Skamby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5491 Blommenslyst";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5492 Vissenbjerg";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5500 Middelfart";..;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"5540 Ullerslev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5550 Langeskov";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5560 Aarup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5580 N�rre Aaby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5591 Gelsted";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5592 Ejby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5600 Faaborg";..;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"5601 Ly�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5602 Avernak�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5603 Bj�rn�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5610 Assens";..;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"5620 Glamsbjerg";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5631 Ebberup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5642 Millinge";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5672 Broby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5683 Haarby";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5690 Tommerup";..;0;..;..
"Realiseret handelspris";"Ejerlejlighed";"5700 Svendborg";17763;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"5750 Ringe";0;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"5762 Vester Skerninge";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5771 Stenstrup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5772 Kv�rndrup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5792 �rslev";0;..;0;..
"Realiseret handelspris";"Ejerlejlighed";"5800 Nyborg";..;0;..;..
"Realiseret handelspris";"Ejerlejlighed";"5853 �rb�k";0;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"5854 Gislev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5856 Ryslinge";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5863 Ferritslev Fyn";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5871 Fr�rup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5874 Hesselager";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5881 Sk�rup Fyn";0;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"5882 Vejstrup";0;0;..;..
"Realiseret handelspris";"Ejerlejlighed";"5883 Oure";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5884 Gudme";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5892 Gudbjerg Sydfyn";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5900 Rudk�bing";..;0;..;0
"Realiseret handelspris";"Ejerlejlighed";"5932 Humble";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5935 Bagenkop";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5943 Stryn�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5953 Tranek�r";..;..;..;0
"Realiseret handelspris";"Ejerlejlighed";"5960 Marstal";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5965 Birkholm";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5970 �r�sk�bing";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"5985 S�by �r�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6000 Kolding";21281;16620;14961;14961
"Realiseret handelspris";"Ejerlejlighed";"6040 Egtved";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6051 Almind";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6052 Viuf";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6064 Jordrup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6070 Christiansfeld";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6091 Bjert";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6092 S�nder Stenderup";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6093 Sj�lund";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6094 Hejls";..;0;..;0
"Realiseret handelspris";"Ejerlejlighed";"6100 Haderslev";..;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"6210 Bars�";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6200 Aabenraa";12926;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"6230 R�dekro";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6240 L�gumkloster";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6261 Bredebro";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6270 T�nder";0;0;..;..
"Realiseret handelspris";"Ejerlejlighed";"6280 H�jer";..;..;0;0
"Realiseret handelspris";"Ejerlejlighed";"6300 Gr�sten";11655;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"6310 Broager";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6320 Egernsund";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6330 Padborg";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6340 Krus�";0;..;..;0
"Realiseret handelspris";"Ejerlejlighed";"6360 Tinglev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6372 Bylderup-Bov";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6392 Bolderslev";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6400 S�nderborg";18869;..;..;..
"Realiseret handelspris";"Ejerlejlighed";"6430 Nordborg";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6440 Augustenborg";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6470 Sydals";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6500 Vojens";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6510 Gram";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6520 Toftlund";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6534 Agerskov";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6535 Branderup J";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6541 Bevtoft";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6560 Sommersted";0;0;0;0
"Realiseret handelspris";"Ejerlejlighed";"6580 Vamdrup";0;0;0;0
